Id,Source,Status (leads),Acquisition Campaign,City,Use Case,Status (offers),Price,Pain,Has_discount_code,Is_in_leads,created_days_leads,created_days_offers
bloey9kk,Outbound,Qualified,N/A,N/A,Sports Events,Closed Won,150.0,operations,True,True,461.0,614
bm790sxg,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,150.0,financial control,True,True,483.0,483
bmdpuqau,N/A,N/A,N/A,N/A,Sports Events,Closed Won,150.0,operations,True,False,-1000.0,37
bmhfttf0,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,14876.0,financial control,True,True,250.0,266
bmlau4hl,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Won,240.0,financial control,True,True,614.0,705
bmmgb71j,N/A,N/A,N/A,N/A,Corporate Events,Closed Lost,324.0,operations,True,False,-1000.0,260
bn26bxs2,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,449
bnahxmix,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,quality of delivery,False,True,196.0,196
bnn7sdk2,Inbound,Qualified,N/A,Denver,Sports Events,Closed Won,300.0,operations,True,True,411.0,415
bo184zn3,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,562
bo5tr71r,Outbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Lost,360.0,operations,True,True,624.0,629
bok6t010,Outbound,Qualified,Stu Campaign,N/A,Sports Events,Demo 1,360.0,quality of delivery,False,True,675.0,707
bpb3uuyc,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,768.0,operations,False,True,187.0,249
bpf5wvex,Inbound,Qualified,N/A,Charlotte,Educational Seminars,Closed Lost,200.0,operations,False,True,381.0,384
bphr54ui,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,313.0,313
bq33ntu0,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,960.0,operations,True,False,-1000.0,314
bq9zdos0,Outbound,Qualified,TradeShow 6,N/A,Educational Seminars,Closed Won,960.0,quality of delivery,True,True,624.0,625
bqq0xl4b,Outbound,Qualified,TradeShow 7,N/A,Educational Seminars,Closed Won,960.0,financial control,True,True,489.0,688
br7pg4i3,N/A,N/A,N/A,N/A,Sports Events,Closed Won,360.0,operations,True,False,-1000.0,273
br824arg,Inbound,Qualified,EducationExpo 2,Jacksonville,Educational Seminars,Closed Won,960.0,quality of delivery,True,True,649.0,651
brbpmdln,Inbound,Qualified,N/A,N/A,Sports Events,Negotiation,150.0,financial control,False,True,538.0,539
brcrkrok,Inbound,Qualified,N/A,Philadelphia,Corporate Events,Closed Won,360.0,financial control,True,True,577.0,638
brhdqzs2,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,450.0,operations,True,True,336.0,219
bri5yiuv,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,300.0,financial control,True,True,386.0,386
brih53ct,Outbound,Qualified,TradeShow 7,N/A,Educational Seminars,Closed Lost,360.0,operations,True,True,580.0,617
brlh7xh9,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,150.0,financial control,True,True,203.0,33
brmwpxpe,Outbound,Qualified,N/A,Columbus,Educational Seminars,Closed Won,1680.0,operations,True,True,514.0,544
bs2akhzr,Inbound,Qualified,N/A,Denver,Sports Events,Closed Lost,768.0,financial control,True,True,375.0,380
bs4a2tre,Outbound,Qualified,N/A,N/A,Sports Events,Closed Won,576.0,N/A,True,True,525.0,525
bsa0vjds,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Won,768.0,operations,True,True,346.0,419
bsrjhay2,Inbound,Qualified,N/A,Columbus,Corporate Events,Closed Lost,200.0,quality of delivery,False,True,481.0,405
bsu129f6,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,200.0,operations,True,True,306.0,222
bsw0vzh6,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,120.0,financial control,True,True,691.0,691
bt00whm5,Inbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Lost,150.0,financial control,True,True,600.0,399
btq8tbnu,Outbound,Qualified,VirtualMeetups,Los Angeles,Corporate Events,Closed Won,240.0,operations,True,True,816.0,816
btsgktrd,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,quality of delivery,True,True,1.0,1
btwoo5ig,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Lost,200.0,operations,False,True,156.0,37
bu0fzu1j,Inbound,Qualified,N/A,Philadelphia,Educational Seminars,Closed Lost,2904.0,operations,False,True,320.0,323
bu0w7v5y,N/A,N/A,N/A,N/A,Sports Events,Closed Won,576.0,financial control,True,False,-1000.0,624
bu4udzy3,Inbound,Qualified,N/A,Fort Worth,Corporate Events,Closed Won,576.0,operations,True,True,391.0,419
buqhj6l3,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Won,1500.0,financial control,True,True,480.0,480
bv7e8ydu,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,360.0,N/A,True,True,699.0,523
bvho4h5k,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,240.0,financial control,False,True,389.0,361
bvjjbn0g,Inbound,Qualified,N/A,San Diego,Corporate Events,Closed Lost,360.0,operations,True,True,575.0,575
bvv0u3gr,Outbound,Qualified,N/A,New York,Educational Seminars,Closed Won,768.0,N/A,True,True,530.0,532
bvze4oe1,Inbound,Qualified,N/A,N/A,Educational Seminars,Demo 1,360.0,N/A,False,True,622.0,630
bwrgle2z,Outbound,Qualified,TradeShow 5,N/A,Corporate Events,Closed Won,576.0,financial control,True,True,700.0,553
bwrx3ael,Inbound,Qualified,Corporate Connect,Chicago,Sports Events,Closed Won,240.0,operations,True,True,660.0,551
bwxh8c95,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,1344.0,operations,True,True,607.0,607
bx63eynm,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Lost,200.0,operations,False,True,322.0,324
bxfty0zf,Inbound,Qualified,N/A,Charlotte,Corporate Events,Closed Won,240.0,operations,True,True,185.0,185
bxfvo08z,Outbound,Qualified,TradeShow 5,Phoenix,Corporate Events,Closed Won,360.0,quality of delivery,True,True,708.0,708
bxxxolme,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Won,768.0,N/A,True,True,454.0,454
bxz1lmjy,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,False,-1000.0,496
by7mdfro,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,32206.0,operations,True,False,-1000.0,231
by8kga8j,Inbound,Qualified,N/A,Philadelphia,Educational Seminars,Closed Lost,200.0,N/A,True,True,165.0,166
by8z5w3n,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,694
bya1yqkh,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,324.0,operations,False,True,221.0,226
byk0wud1,Outbound,Qualified,TradeShow 3,San Francisco,Sports Events,Closed Lost,0.0,operations,False,True,687.0,691
bz1oif8c,Inbound,Qualified,N/A,Denver,Educational Seminars,Closed Lost,200.0,operations,False,True,163.0,167
bz7qa9wr,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Lost,324.0,financial control,True,True,588.0,590
bzwchbkj,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,N/A,True,True,640.0,671
c02k0naq,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,360.0,operations,True,True,659.0,684
c03y54wi,Outbound,Qualified,N/A,San Jose,Corporate Events,Closed Won,360.0,operations,True,True,607.0,637
c0654sak,Inbound,Qualified,N/A,Charlotte,Corporate Events,Closed Won,360.0,operations,True,True,376.0,379
c066aytf,Inbound,Qualified,EducationExpo 3,San Francisco,Educational Seminars,Closed Won,324.0,operations,True,True,721.0,723
c083najr,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,operations,True,True,543.0,449
c12dt8ta,Inbound,Qualified,TradeShow 5,Jacksonville,Corporate Events,Closed Won,768.0,N/A,True,True,629.0,630
c1hjtjf1,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,576.0,operations,False,True,243.0,243
c1n3we27,Inbound,Qualified,EducationExpo 2,N/A,Sports Events,Demo 1,360.0,operations,False,True,551.0,643
c22jgae0,Inbound,Qualified,N/A,Jacksonville,Corporate Events,Closed Won,360.0,operations,True,True,36.0,95
c2oooeqk,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,1344.0,quality of delivery,True,True,243.0,159
c2riz5ly,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,720
c2wlcckh,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,376
c3k7ayey,N/A,N/A,N/A,N/A,Sports Events,Closed Won,360.0,financial control,True,False,-1000.0,715
c3pcsi3f,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1680.0,operations,True,False,-1000.0,664
c41k9d6z,Inbound,Qualified,Digital kit 2,N/A,Educational Seminars,Closed Lost,300.0,N/A,True,True,673.0,551
c43mbzri,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Negotiation,360.0,operations,True,True,691.0,713
c47airy6,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,quality of delivery,True,True,516.0,516
c4qpg3te,Inbound,Qualified,N/A,Fort Worth,Educational Seminars,Closed Won,240.0,quality of delivery,True,True,194.0,3
c512twnt,Inbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Lost,324.0,operations,False,True,517.0,517
c5k7nhv3,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,278
c5twsgl9,N/A,N/A,N/A,N/A,Educational Seminars,Closed Lost,200.0,operations,False,False,-1000.0,121
c6accv26,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,576.0,operations,True,False,-1000.0,658
c6k6tdz0,Outbound,Qualified,VirtualMeetups,Chicago,Sports Events,Closed Lost,200.0,operations,False,True,641.0,615
c6nrbfc9,Inbound,Qualified,VirtualMeetups,Jacksonville,Corporate Events,Negotiation,1340.0,operations,True,True,645.0,649
c6zafb4n,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,financial control,True,True,362.0,478
c70866og,Outbound,Qualified,TradeShow 6,Chicago,Sports Events,Closed Won,576.0,N/A,True,True,720.0,1030
c70k2x40,Outbound,Qualified,VirtualMeetups,Chicago,Sports Events,Closed Lost,1344.0,operations,True,True,582.0,709
c72pcuc5,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,150.0,operations,True,True,480.0,480
c766pex5,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,150.0,N/A,True,False,-1000.0,579
c7zd1two,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,240.0,operations,True,True,503.0,523
c808tq8g,Outbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,200.0,operations,False,True,152.0,213
c8aa9ydn,N/A,N/A,N/A,N/A,Corporate Events,Closed Lost,300.0,operations,True,False,-1000.0,582
c8cw2eda,Inbound,Qualified,N/A,San Francisco,Sports Events,Closed Won,600.0,operations,False,True,305.0,335
c8rynsdp,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,768.0,operations,True,True,250.0,251
c8xnxxz1,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,669.0,540
c95l6aao,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,240.0,operations,True,True,251.0,251
c98xv3is,Outbound,Qualified,TradeShow 7,Chicago,Educational Seminars,Closed Won,1344.0,financial control,True,True,558.0,560
c9m2ix81,Inbound,Qualified,N/A,New York,Corporate Events,Closed Lost,300.0,operations,False,True,349.0,351
c9ou4is2,N/A,N/A,N/A,N/A,Corporate Events,Closed Lost,360.0,financial control,True,False,-1000.0,580
c9s49vh1,Inbound,Qualified,EducationExpo 5,Chicago,Educational Seminars,Negotiation,450.0,operations,True,True,682.0,692
c9yabl3p,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,448
camy54q8,Inbound,Qualified,N/A,N/A,Sports Events,Closed Won,768.0,operations,True,True,440.0,441
cb6j94c3,Inbound,Qualified,N/A,San Francisco,Corporate Events,Demo 1,360.0,operations,False,True,65.0,187
cbdww5nb,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,169
cbim5cdh,Inbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Lost,200.0,financial control,False,True,629.0,629
cc042pe4,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,False,-1000.0,665
cdnnul43,Inbound,Qualified,N/A,Seattle,Corporate Events,Closed Won,240.0,operations,True,True,421.0,447
cdtv43hj,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,240.0,operations,True,False,-1000.0,600
cdu4n37b,Inbound,Qualified,N/A,Washington,Corporate Events,Closed Lost,0.0,operations,False,True,499.0,499
cdyyygy2,Outbound,Qualified,EducationExpo 2,N/A,Educational Seminars,Closed Lost,0.0,financial control,False,True,663.0,677
ce27vq87,Inbound,Qualified,N/A,Fort Worth,Sports Events,Closed Won,360.0,operations,True,True,296.0,296
ce9tfu7k,Inbound,Qualified,TradeShow,Chicago,Sports Events,Closed Lost,150.0,operations,True,True,554.0,554
cefvlqdh,Inbound,Qualified,VirtualMeetups,San Francisco,Corporate Events,Demo 1,360.0,operations,False,True,643.0,643
cfhhh8f4,Outbound,Qualified,EducationExpo 2,N/A,Sports Events,Closed Won,240.0,operations,True,True,615.0,616
cfjo76zz,Inbound,Qualified,VirtualMeetups,Austin,Corporate Events,Closed Lost,768.0,quality of delivery,True,True,595.0,596
cfpnyfm6,N/A,N/A,N/A,N/A,Sports Events,Closed Won,240.0,N/A,True,False,-1000.0,166
cg1mlib9,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,200.0,financial control,False,True,251.0,265
cg9a7u43,Inbound,Discarded,N/A,Philadelphia,Corporate Events,Checkbox,768.0,operations,True,True,322.0,320
cgdokoa5,Outbound,Qualified,N/A,Philadelphia,Sports Events,Closed Won,360.0,operations,True,True,229.0,34
cgu2uqs6,Inbound,Qualified,N/A,N/A,Sports Events,Closed Lost,0.0,operations,False,True,469.0,505
cgukvuvr,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,960.0,financial control,True,False,-1000.0,601
ch1i20jz,Inbound,Qualified,N/A,Chicago,Educational Seminars,Closed Won,960.0,financial control,True,True,355.0,450
chlc330d,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,quality of delivery,True,False,-1000.0,257
chmz9i8z,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,576.0,operations,True,False,-1000.0,166
chnbkzwi,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,False,-1000.0,308
ci0mu6fd,Outbound,Qualified,FestivalFever,Philadelphia,Sports Events,Closed Lost,240.0,operations,True,True,459.0,520
cig7wvfy,Inbound,Qualified,EducationExpo 2,San Diego,Corporate Events,Negotiation,300.0,quality of delivery,True,True,877.0,969
cigj2w1v,Outbound,Qualified,N/A,Fort Worth,Corporate Events,Closed Lost,150.0,operations,False,True,34.0,62
cijp773h,Outbound,Qualified,N/A,Charlotte,Educational Seminars,Closed Lost,1008.0,quality of delivery,False,True,182.0,213
cireneyy,N/A,N/A,N/A,N/A,Sports Events,Closed Won,240.0,operations,True,False,-1000.0,244
cj42vp63,Inbound,Qualified,N/A,Indianapolis,Corporate Events,Closed Won,240.0,financial control,True,True,447.0,447
cjho3pkg,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,0.0,quality of delivery,False,True,638.0,523
ckkjlpk4,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,financial control,True,True,480.0,480
ckn43jx5,Outbound,Qualified,EducationExpo 2,Chicago,Corporate Events,Closed Lost,0.0,operations,False,True,460.0,582
cl4qxd17,Inbound,Qualified,N/A,San Diego,Sports Events,Closed Won,150.0,operations,True,True,603.0,664
cl9w1qhh,N/A,N/A,N/A,N/A,Sports Events,Closed Won,768.0,operations,True,False,-1000.0,574
clehwqhn,Inbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Lost,960.0,operations,False,True,566.0,567
clke6xx6,Outbound,Qualified,N/A,Chicago,Corporate Events,Closed Lost,120.0,operations,False,True,474.0,474
cllv4699,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Won,150.0,operations,True,True,434.0,575
cmgb06tq,Inbound,Qualified,Follow-up: digital guide,Chicago,Sports Events,Closed Lost,324.0,operations,False,True,479.0,456
cmk7rx2w,Inbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,324.0,quality of delivery,True,True,456.0,555
cmvvzyw1,Inbound,Qualified,N/A,Jacksonville,Educational Seminars,Closed Lost,768.0,operations,True,True,378.0,379
cn3u1kgu,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,120.0,N/A,True,False,-1000.0,816
cn9ayprr,Inbound,Qualified,N/A,San Francisco,Educational Seminars,Closed Lost,768.0,operations,True,True,217.0,248
cnawt51h,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,300.0,quality of delivery,True,False,-1000.0,714
cnqmrnyq,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,360.0,operations,True,True,217.0,278
cnywe3kb,Inbound,Qualified,N/A,New York,Corporate Events,Closed Won,960.0,quality of delivery,True,True,216.0,286
co008w71,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,600.0,operations,True,True,496.0,497
co386s9b,Inbound,Qualified,N/A,Seattle,Educational Seminars,Closed Won,600.0,financial control,True,True,497.0,491
cohnwmm9,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,1344.0,N/A,True,False,-1000.0,477
colqo3qa,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,960.0,operations,True,True,385.0,387
cpavs98y,Inbound,Qualified,N/A,San Antonio,Corporate Events,Negotiation,240.0,financial control,False,True,409.0,418
cphgckor,Outbound,Qualified,VirtualMeetups,N/A,Corporate Events,Closed Lost,300.0,financial control,True,True,486.0,569
cpjsvlmm,N/A,N/A,N/A,N/A,Educational Seminars,Closed Won,360.0,quality of delivery,True,False,-1000.0,273
cpqlmou4,Outbound,Qualified,Branding book,N/A,Sports Events,Closed Won,1344.0,quality of delivery,True,True,645.0,650
cpu3xgak,Outbound,Qualified,Digital kit 4,Chicago,Corporate Events,Closed Won,360.0,operations,True,True,517.0,700
cq1cq3iw,Inbound,Qualified,N/A,Seattle,Corporate Events,Closed Won,240.0,operations,True,True,121.0,152
cqx02fd7,Inbound,Qualified,N/A,New York,Corporate Events,Closed Won,768.0,operations,True,True,154.0,184
cr1fixob,Inbound,Qualified,VirtualMeetups,San Diego,Corporate Events,Closed Lost,576.0,financial control,False,True,398.0,457
cr9j6xv3,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,200.0,quality of delivery,False,True,633.0,694
crixodyy,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Lost,324.0,operations,False,True,229.0,230
crthti1m,N/A,N/A,N/A,N/A,Sports Events,Closed Won,768.0,N/A,True,False,-1000.0,469
crx72s3w,Outbound,Qualified,FB Campaign,Chicago,Corporate Events,Closed Won,768.0,financial control,True,True,593.0,596
cs8tl0z9,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,450.0,operations,True,False,-1000.0,232
csfoaocd,Inbound,Qualified,N/A,Charlotte,Sports Events,Closed Won,300.0,operations,True,True,279.0,448
cspa8v3s,Outbound,Qualified,N/A,Seattle,Corporate Events,Closed Won,1344.0,operations,True,True,577.0,577
ctb94heg,Inbound,Qualified,N/A,San Francisco,Corporate Events,Closed Lost,1344.0,operations,True,True,187.0,359
ctfs4vhc,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,False,-1000.0,543
ctm6x0ps,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,N/A,True,True,483.0,544
ctpdv0th,N/A,N/A,N/A,N/A,Sports Events,Closed Won,77462.0,operations,True,False,-1000.0,264
cturqi48,Inbound,Qualified,VirtualMeetups,San Diego,Corporate Events,Closed Won,240.0,financial control,True,True,491.0,491
cu2oa423,Outbound,Qualified,N/A,N/A,Educational Seminars,Closed Lost,240.0,operations,True,True,559.0,658
cu647pb0,Outbound,Qualified,N/A,Jacksonville,Sports Events,Closed Won,240.0,N/A,True,True,365.0,546
cuc3xubs,Inbound,Qualified,N/A,Chicago,Corporate Events,Closed Won,768.0,operations,True,True,453.0,483
cuok164h,Outbound,Qualified,FestivalFever,Chicago,Sports Events,Closed Won,768.0,operations,True,True,578.0,553
cuzdk3np,N/A,N/A,N/A,N/A,Corporate Events,Closed Won,300.0,financial control,True,False,-1000.0,622
cv8s180x,Outbound,Meeting,N/A,N/A,Corporate Events,Closed Won,1008.0,operations,True,True,659.0,659
cv93u1we,Outbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Won,768.0,quality of delivery,True,True,650.0,650
cvd86g8a,Inbound,Qualified,N/A,Chicago,Sports Events,Closed Won,768.0,operations,True,True,406.0,411
cvthemxh,Outbound,Qualified,VirtualMeetups,Chicago,Corporate Events,Closed Won,360.0,operations,True,True,555.0,555
cvw7opj6,Outbound,Qualified,N/A,N/A,Corporate Events,Closed Won,768.0,operations,True,True,457.0,610
cw2nrn5z,Inbound,Qualified,N/A,N/A,Corporate Events,Closed Won,1344.0,operations,True,True,322.0,323
cwf2al9p,Inbound,Qualified,N/A,Seattle,Corporate Events,Closed Lost,240.0,operations,True,True,666.0,432
cwzveddi,Inbound,Qualified,N/A,Houston,Sports Events,Closed Lost,240.0,financial control,True,True,603.0,694
